pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility
Kepler-960 b,Kepler-960,Kepler-960,1,1,Transit,2016,0.0414,2.29,5.86,0,,0.72,0.77,284.916,Kepler
Kepler-961 b,Kepler-961,Kepler-961,1,1,Transit,2016,0.1245,2.55,7.04,0,,0.9,0.96,574.314,Kepler
Kepler-962 b,Kepler-962,Kepler-962,1,1,Transit,2016,0.0984,1.97,4.54,0,,0.86,0.93,411.486,Kepler
Kepler-963 b,Kepler-963,Kepler-963,1,1,Transit,2016,0.0849,2.66,7.56,0,,0.87,0.91,771.494,Kepler
Kepler-964 b,Kepler-964,Kepler-964,1,1,Transit,2016,0.1063,2.12,5.14,0,,0.84,0.93,454.626,Kepler
Kepler-965 b,Kepler-965,Kepler-965,1,1,Transit,2016,0.512,3.38,11.4,0,,1.15,1.05,582.828,Kepler
Kepler-966 b,Kepler-966,Kepler-966,1,1,Transit,2016,0.3907,4.13,16,0,,1.02,1.02,1027.8,Kepler
Kepler-971 b,Kepler-971,Kepler-971,1,1,Transit,2016,0.0827,2.13,5.18,0,,0.85,0.88,338.522,Kepler
Kepler-972 b,Kepler-972,Kepler-972,1,1,Transit,2016,0.0734,4.65,19.5,0,,1.22,1.15,1198.03,Kepler
Kepler-973 b,Kepler-973,Kepler-973,1,1,Transit,2016,0.2508,1.96,4.5,0,,0.78,0.86,328.52,Kepler
Kepler-974 b,Kepler-974,Kepler-974,1,1,Transit,2016,0.0419,1.57,3.09,0,,0.5,0.52,134.311,Kepler
Kepler-975 b,Kepler-975,Kepler-975,1,1,Transit,2016,0.0303,1.48,2.79,0,,0.75,0.8,426.088,Kepler
Kepler-976 b,Kepler-976,Kepler-976,1,1,Transit,2016,0.4217,3.96,14.9,0,,0.83,0.87,1012.41,Kepler
Kepler-977 b,Kepler-977,Kepler-977,1,1,Transit,2016,0.162,2.62,7.37,0,,0.83,0.87,568.751,Kepler
Kepler-978 b,Kepler-978,Kepler-978,1,1,Transit,2016,0.2726,2.99,9.22,0,,1.09,1.07,682.522,Kepler
Kepler-979 b,Kepler-979,Kepler-979,1,1,Transit,2016,0.0753,2.72,7.85,0,,0.83,0.87,576.503,Kepler
Kepler-98 b,Kepler-98,Kepler-98,1,1,Transit,2014,0.0256,1.99,3.55,0,,1.11,0.99,350.315,Kepler
Kepler-980 b,Kepler-980,Kepler-980,1,1,Transit,2016,0.1005,2.67,7.61,0,,1.06,1.05,961.468,Kepler
Kepler-981 b,Kepler-981,Kepler-981,1,1,Transit,2016,0.0535,2.31,5.95,0,,0.96,0.98,878.082,Kepler
Kepler-982 b,Kepler-982,Kepler-982,1,1,Transit,2016,0.1291,2.25,5.69,0,,1.29,1.16,801.479,Kepler
Kepler-983 b,Kepler-983,Kepler-983,1,1,Transit,2016,0.3148,2.36,6.17,0,,1.08,1.13,714.437,Kepler
Kepler-984 b,Kepler-984,Kepler-984,1,1,Transit,2016,0.2327,2.12,5.14,0,,0.93,0.96,460.188,Kepler
Kepler-985 b,Kepler-985,Kepler-985,1,1,Transit,2016,0.4451,2.98,9.17,0,,0.85,0.91,679.361,Kepler
Kepler-986 b,Kepler-986,Kepler-986,1,1,Transit,2016,0.276,2.36,6.17,0,,0.98,0.96,548.364,Kepler
Kepler-987 b,Kepler-987,Kepler-987,1,1,Transit,2016,0.4238,3.26,10.7,0,,0.91,0.97,914.126,Kepler
Kepler-988 b,Kepler-988,Kepler-988,1,1,Transit,2016,0.1085,2.07,4.94,0,,0.53,0.55,304.889,Kepler
Kepler-989 b,Kepler-989,Kepler-989,1,1,Transit,2016,0.0734,2.21,5.52,0,,0.78,0.82,491.978,Kepler
Kepler-991 b,Kepler-991,Kepler-991,1,1,Transit,2016,0.3104,2.54,6.99,0,,0.61,0.64,389.561,Kepler
Kepler-992 b,Kepler-992,Kepler-992,1,1,Transit,2016,0.1339,1.62,3.26,0,,0.74,0.8,259.639,Kepler
Kepler-993 b,Kepler-993,Kepler-993,1,1,Transit,2016,0.13,2.97,9.11,0,,0.54,0.57,324.423,Kepler
Kepler-994 b,Kepler-994,Kepler-994,1,1,Transit,2016,0.0177,1.6,3.19,0,,0.54,0.56,188.158,Kepler
Kepler-995 b,Kepler-995,Kepler-995,1,1,Transit,2016,0.1701,2.7,7.75,0,,0.8,0.83,609.638,Kepler
Kepler-996 b,Kepler-996,Kepler-996,1,1,Transit,2016,0.0474,1.98,4.58,0,,1.14,1.09,1216.58,Kepler
Kepler-997 b,Kepler-997,Kepler-997,1,1,Transit,2016,0.0397,1.36,2.42,0,,1.56,1.22,467.568,Kepler
Kepler-998 b,Kepler-998,Kepler-998,1,1,Transit,2016,0.0626,2.32,5.99,0,,1.18,1.12,986.364,Kepler
Kepler-999 b,Kepler-999,Kepler-999,1,1,Transit,2016,0.0681,2.34,6.08,0,,1.65,1.29,545.063,Kepler
L 168-9 b,L 168-9,L 168-9,1,1,Transit,2020,0.02091,1.39,4.6,0.21,M1 V,0.6,0.62,25.1496,Transiting Exoplanet Survey Satellite (TESS)
LHS 1478 b,LHS 1478,LHS 1478,1,1,Transit,2021,0.01848,1.242,2.33,,m3 V,0.25,0.24,18.2276,Transiting Exoplanet Survey Satellite (TESS)
LHS 1815 b,LHS 1815,LHS 1815,1,1,Transit,2020,0.0404,1.088,8.7,0,M1,0.5,0.5,29.8424,Transiting Exoplanet Survey Satellite (TESS)
LHS 3844 b,LHS 3844,LHS 3844,1,1,Transit,2019,0.00622,1.303,2.25,,M5,0.19,0.15,14.8846,Transiting Exoplanet Survey Satellite (TESS)
LP 714-47 b,LP 714-47,LP 714-47,1,1,Transit,2020,0.0417,4.7,30.8,0.04,M0.0 V,0.58,0.59,52.616,Transiting Exoplanet Survey Satellite (TESS)
LSPM J2116+0234 b,LSPM J2116+0234,LSPM J2116+0234,1,1,Radial Velocity,2019,0.0876,3.71,13.3,0.183,M3.0 V,0.43,0.43,17.6297,Calar Alto Observatory
LTT 9779 b,LTT 9779,LTT 9779,1,1,Transit,2020,0.01679,4.72,29.32,0,G7 V,0.95,0.77,80.4373,Transiting Exoplanet Survey Satellite (TESS)
Lupus-TR-3 b,Lupus-TR-3,Lupus-TR-3,1,1,Transit,2007,0.0464,9.976,257.431,0,,0.82,0.87,773.409,Multiple Observatories
MASCARA-1 b,MASCARA-1,MASCARA-1,1,1,Transit,2017,0.040352,17.901,1175.971,0.00034,A8,2.08,1.9,182.273,Multiple Observatories
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,MOA-2007-BLG-192L,1,1,Microlensing,2008,0.62,1.63,3.3,,,,0.06,1000,MOA
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,MOA-2007-BLG-400L,1,1,Microlensing,2008,6.5,13.9,260,,,,0.3,5800,MOA
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,MOA-2008-BLG-310L,1,1,Microlensing,2009,1.1,5.18,23.4,,,,0.21,7700,MOA
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,MOA-2008-BLG-379L,1,1,Microlensing,2013,2.7,13,1300,,K,,0.56,3300,MOA
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,MOA-2009-BLG-266L,1,1,Microlensing,2011,3.2,3.21,10.4,,,,0.56,3040,MOA
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,MOA-2009-BLG-319L,1,1,Microlensing,2010,2.03,9.64,67.3,,,,0.52,7050,MOA
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,MOA-2009-BLG-387L,1,1,Microlensing,2010,1.8,13.2,830,,,,0.19,5690,MOA
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,MOA-2010-BLG-073L,1,1,Microlensing,2012,1.21,12.4,3500,,,,0.16,2800,MOA
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,MOA-2010-BLG-117L,1,1,Microlensing,2018,2.42,14.2,170,,,,0.58,3500,MOA
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,MOA-2010-BLG-328L,1,1,Microlensing,2013,0.92,2.99,9.2,,,,0.11,810,MOA
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,MOA-2010-BLG-353L,1,1,Microlensing,2015,1.72,11.1,86,,,,0.18,6430,MOA
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,MOA-2010-BLG-477L,1,1,Microlensing,2012,2,13.6,480,,,,0.67,2300,MOA
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,MOA-2011-BLG-028L,1,1,Microlensing,2016,4.14,5.99,30,,,,0.75,7380,MOA
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,MOA-2011-BLG-262L,1,1,Microlensing,2014,0.95,4.29,17,,,,0.11,7200,MOA
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,MOA-2011-BLG-291L,1,1,Microlensing,2018,0.69,4.43,18,,,,0.15,4400,MOA
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,MOA-2011-BLG-293L,1,1,Microlensing,2012,1.1,12.9,1500,,,,0.86,7720,MOA
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,MOA-2011-BLG-322L,1,1,Microlensing,2013,4.3,12.4,3690,,,,0.39,7560,MOA
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,MOA-2012-BLG-006L,1,1,Microlensing,2017,10.2,12.6,2700,,,,0.49,5300,Multiple Observatories
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,MOA-2012-BLG-505L,1,1,Microlensing,2017,0.9,2.48,6.7,,,,0.1,7210,MOA
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,MOA-2013-BLG-220L,1,1,Microlensing,2014,3.03,13.2,871,,,,0.88,6720,MOA
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,MOA-2013-BLG-605L,1,1,Microlensing,2016,0.93,1.62,3.24,,,,0.02,850,MOA
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,MOA-2015-BLG-337L,1,1,Microlensing,2018,0.24,6.42,33.7,,,,0.01,7100,MOA
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,MOA-2016-BLG-227L,1,1,Microlensing,2017,1.39,13.2,890,,,,0.29,6500,MOA
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,MOA-2016-BLG-319L,1,1,Microlensing,2018,0.95,14.1,200,,,,0.15,6800,MOA
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,MOA-2019-BLG-008L,1,1,Microlensing,2022,,12.2,5720.91133,,,,0.9,2700,MOA
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,MOA-2020-BLG-135L,1,1,Microlensing,2022,1.11,3.37,11.3,,,,0.23,7900,MOA
MOA-bin-1L b,MOA-bin-1L,MOA-bin-1L,1,1,Microlensing,2012,8.3,13,1200,,,,0.75,5100,MOA
MOA-bin-29 b,MOA-bin-29,MOA-bin-29,1,1,Microlensing,2019,0.48,14.1,190,,,,0.03,7120,MOA
NGC 2682 Sand 364 b,NGC 2682 Sand 364,NGC 2682 Sand 364,1,1,Radial Velocity,2014,0.53,12.7,2126.2827,0.35,K3 III,39.59,9.06,817.192,Multiple Observatories
NGC 2682 Sand 978 b,NGC 2682 Sand 978,NGC 2682 Sand 978,1,1,Radial Velocity,2017,,13.3,692.8694,0.16,K4 III,21.02,1.37,821.918,Multiple Observatories
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,NGC 2682 YBP 1194,1,1,Radial Velocity,2014,,12.3,101.7056,0.3,G5 V,0.99,1.01,872.92,Multiple Observatories
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,NGC 2682 YBP 1514,1,1,Radial Velocity,2014,,14,127.132,0.28,G5 V,0.89,0.96,914.221,Multiple Observatories
NGC 2682 YBP 401 b,NGC 2682 YBP 401,NGC 2682 YBP 401,1,1,Radial Velocity,2016,,14.3,146.2018,0.15,F9 V,1.22,1.14,830.822,La Silla Observatory
NGTS-1 b,NGTS-1,NGTS-1,1,1,Transit,2017,0.0326,14.908,258.07796,0.016,M0.5,0.57,0.62,218.121,Paranal Observatory
NGTS-10 b,NGTS-10,NGTS-10,1,1,Transit,2020,0.0143,13.507,687.14846,0,K5 V,0.7,0.7,324.6986504,Paranal Observatory
NGTS-11 b,NGTS-11,NGTS-11,1,1,Transit,2020,0.201,9.158,109.33352,0.13,K,0.83,0.86,190.422,Transiting Exoplanet Survey Satellite (TESS)
NGTS-12 b,NGTS-12,NGTS-12,1,1,Transit,2020,0.0757,11.747,66.10864,0,G,1.59,1.02,446.442,Paranal Observatory
NGTS-13 b,NGTS-13,NGTS-13,1,1,Transit,2021,0.0549,12.801,1538.2972,0.086,,1.79,1.3,647.595,Paranal Observatory
NGTS-15 b,NGTS-15,NGTS-15,1,1,Transit,2021,0.0441,12.33,238.68913,0,G6 V,0.95,0.99,786.485,Paranal Observatory
NGTS-16 b,NGTS-16,NGTS-16,1,1,Transit,2021,0.0523,14.572,211.99155,0,G7 V,1.21,1,898.168,Paranal Observatory
NGTS-17 b,NGTS-17,NGTS-17,1,1,Transit,2021,0.0391,13.899,242.8209,0,G4 V,1.34,1.02,1040.28,Paranal Observatory
NGTS-18 b,NGTS-18,NGTS-18,1,1,Transit,2021,0.0448,13.563,129.99182,0,G5 V,1.39,1,1096.19,Paranal Observatory
NGTS-2 b,NGTS-2,NGTS-2,1,1,Transit,2018,0.063,17.878,235.1942,0,F5 V,1.7,1.64,356.391,Paranal Observatory
NGTS-20 b,NGTS-20,NGTS-20,1,1,Transit,2022,0.313,11.994,947.12865,0.432,G1 IV,1.78,1.47,382.898,Transiting Exoplanet Survey Satellite (TESS)
NGTS-21 b,NGTS-21,NGTS-21,1,1,Transit,2022,0.0236,14.908,750.07504,0,K3 V,0.86,0.72,592.891,Paranal Observatory
NGTS-23 b,NGTS-23,NGTS-23,1,1,Transit,2022,0.0504,14.202,194.82881,0,F9 V,1.24,1.01,1074.95,Next-Generation Transit Survey (NGTS)
NGTS-24 b,NGTS-24,NGTS-24,1,1,Transit,2022,0.0479,13.608,165.27077,0,G2 IV,1.64,1.26,683.062,Next-Generation Transit Survey (NGTS)
NGTS-25 b,NGTS-25,NGTS-25,1,1,Transit,2022,0.0388,11.467,203.09235,0,K0 V,0.86,0.91,521.233,Next-Generation Transit Survey (NGTS)
NGTS-4 b,NGTS-4,NGTS-4,1,1,Transit,2019,0.019,3.18,20.6,0,,0.84,0.75,280.555,Paranal Observatory
NGTS-5 b,NGTS-5,NGTS-5,1,1,Transit,2019,0.0382,12.733,72.78307,0,K2 V,0.74,0.66,306.779,Paranal Observatory
NGTS-6 b,NGTS-6,NGTS-6,1,1,Transit,2019,0.01677,14.863,425.57437,0,,0.75,0.77,308.262,Paranal Observatory
NGTS-8 b,NGTS-8,NGTS-8,1,1,Transit,2019,0.035,12.218,295.5819,0.01,K0 V,0.98,0.89,428.976,Paranal Observatory
NGTS-9 b,NGTS-9,NGTS-9,1,1,Transit,2019,0.058,11.994,921.707,0.06,F8 V,1.38,1.34,609.128,Paranal Observatory
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,OGLE-2003-BLG-235L,1,1,Microlensing,2004,4.3,13.2,830,,K V,,0.63,5800,OGLE
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,OGLE-2005-BLG-071L,1,1,Microlensing,2005,3.6,13,1200,,,,0.46,3200,OGLE
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,OGLE-2005-BLG-169L,1,1,Microlensing,2006,3.5,3.84,14.1,,K5,,0.69,4100,OGLE
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,OGLE-2005-BLG-390L,1,1,Microlensing,2005,2.6,2.21,5.5,,,,0.22,6600,OGLE
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,OGLE-2007-BLG-368L,1,1,Microlensing,2009,2.8,4.72,20,,,,0.64,5900,OGLE
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,OGLE-2008-BLG-355L,1,1,Microlensing,2014,1.7,12.9,1500,,,,0.37,6800,OGLE
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L,1,1,Microlensing,2018,8,9.01,60,,,,0.41,6100,OGLE
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L,1,1,Microlensing,2012,2.72,14.2,170,,M,,0.26,2570,OGLE
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L,1,1,Microlensing,2015,1.89,13.9,280,,,,0.21,4380,OGLE
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L,1,1,Microlensing,2013,0.87,13.4,588,,,,0.02,1760,OGLE
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L,1,1,Microlensing,2013,3.45,13.2,868,,,,0.44,4970,OGLE
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L,1,1,Microlensing,2015,0.74,13.6,120,,,,0.34,1300,OGLE
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L,1,1,Microlensing,2016,1.6,14.3,150,,M V,,0.29,6700,OGLE
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,OGLE-2012-BLG-0838L,1,1,Microlensing,2020,4.43,8.39,53.1,,,,0.4,6320,OGLE
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L,1,1,Microlensing,2016,2.6,6.56,35,,M V,,0.57,2600,OGLE
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L,1,1,Microlensing,2014,0.8,12.3,4100,,,,0.1,3040,OGLE
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L,1,1,Microlensing,2017,3.6,11.6,92,,,,0.54,3900,OGLE
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,OGLE-2013-BLG-0911L,1,1,Microlensing,2019,0.39,12.5,3020,,,,0.29,3220,OGLE
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L,1,1,Microlensing,2017,2.6,14.1,200,,,,0.46,6300,OGLE
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L,1,1,Microlensing,2018,1.8,13.2,860,,,,0.33,6900,OGLE
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L,1,1,Microlensing,2015,3.11,14.2,160,,,,0.71,4100,OGLE
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,OGLE-2014-BLG-0319L,1,1,Microlensing,2022,3.49,14.1,181.16219,,M,,0.52,7730,OGLE
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L,1,1,Microlensing,2016,4.53,13,1169.60854,,,,0.73,2670,OGLE
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L,1,1,Microlensing,2016,1.75,14.2,180,,,,0.51,6860,OGLE
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L,1,1,Microlensing,2016,0.73,14,230,,,,0.1,8200,OGLE
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L,1,1,Microlensing,2016,1.6,13.1,1100,,,,0.3,1200,KMTNet
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L,1,1,Microlensing,2016,2.7,4.86,21,,,,0.38,3300,OGLE
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,OGLE-2015-BLG-1649L,1,1,Microlensing,2019,2.07,13.2,807,,,,0.34,4230,OGLE
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,OGLE-2015-BLG-1670L,1,1,Microlensing,2019,2.62,4.42,17.9,,,,0.55,6700,OGLE
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,OGLE-2015-BLG-1771L,1,1,Microlensing,2020,0.85,14.3,138,,,,0.08,7070,OGLE
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,OGLE-2016-BLG-0263L,1,1,Microlensing,2017,5.4,13,1300,,,,0.13,6500,OGLE
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,OGLE-2016-BLG-1067L,1,1,Microlensing,2019,1.7,14.3,140,,,,0.3,3730,OGLE
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L,1,1,Microlensing,2017,2.17,12.3,4253,0.42,,,0.88,6770,OGLE
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,OGLE-2016-BLG-1195L,1,1,Microlensing,2017,1.16,1.11,1.43,,,,0.08,3910,OGLE
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,OGLE-2016-BLG-1227L,1,1,Microlensing,2020,3.4,13.9,250,,,,0.1,,OGLE
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,OGLE-2017-BLG-0173L,1,1,Microlensing,2018,3.913,1.62,3.269,,,,0.4,4705,OGLE
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,OGLE-2017-BLG-0373L,1,1,Microlensing,2018,2.424,14,127,,,,0.25,5915,OGLE
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,OGLE-2017-BLG-0406L,1,1,Microlensing,2020,3.5,14.2,130,,,,0.56,5200,OGLE
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,OGLE-2017-BLG-0482L,1,1,Microlensing,2018,1.8,2.95,9,,,,0.2,5800,OGLE
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,OGLE-2017-BLG-0604L,1,1,Microlensing,2020,4.06,14.2,160,,,,0.7,3950,OGLE
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,OGLE-2017-BLG-1049L,1,1,Microlensing,2020,3.92,12.8,1760,,,,0.55,5670,OGLE
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,OGLE-2017-BLG-1099L,1,1,Microlensing,2021,2.73,13.1,959.84179,,,,0.45,7250,OGLE
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L,1,1,Microlensing,2018,1.02,13.5,505,,,,0.21,,OGLE
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,OGLE-2017-BLG-1375L,1,1,Microlensing,2020,3.04,12.4,3585,,,,0.81,3930,OGLE
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,OGLE-2017-BLG-1434L,1,1,Microlensing,2018,1.18,1.94,4.43,,,,0.23,860,OGLE
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L,1,1,Microlensing,2018,0.59,14,240,,,,0.04,7490,OGLE
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,OGLE-2017-BLG-1691L,1,1,Microlensing,2022,2.41,3.92,14.62011,,,,0.45,7290,OGLE
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,OGLE-2018-BLG-0383L,1,1,Microlensing,2022,1.8,2.41,6.4,,,,0.1,7700,OGLE
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,OGLE-2018-BLG-0532L,1,1,Microlensing,2020,1.064,2.37,6.228,,,,0.2,773,OGLE
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,OGLE-2018-BLG-0567L,1,1,Microlensing,2021,2.72,12.3,101.70509,,,,0.25,7060,OGLE
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,OGLE-2018-BLG-0596L,1,1,Microlensing,2019,0.97,3.81,13.93,,,,0.23,5650,OGLE
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,OGLE-2018-BLG-0677L,1,1,Microlensing,2020,0.63,1.82,3.96,,,,0.12,7580,OGLE
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,OGLE-2018-BLG-0740L,1,1,Microlensing,2019,5,12.9,1500,0,G V,,1,3200,OGLE
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,OGLE-2018-BLG-0962L,1,1,Microlensing,2021,3.59,13.6,425.89007,,,,0.54,6500,OGLE
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,OGLE-2018-BLG-1185L,1,1,Microlensing,2021,1.54,2.83,8.4,,,,0.37,7400,OGLE
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,OGLE-2018-BLG-1269L,1,1,Microlensing,2020,4.51,14.1,210,,,,1.11,2510,OGLE
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,OGLE-2018-BLG-1428L,1,1,Microlensing,2021,3.3,14,240,,,,0.43,6220,OGLE
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,OGLE-2019-BLG-0299L,1,1,Microlensing,2021,2.8,12.7,1976.89269,,,,0.59,5830,OGLE
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,OGLE-2019-BLG-0362L,1,1,Microlensing,2022,2.18,13.1,1036.12061,,,,0.42,5830,OGLE
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,OGLE-2019-BLG-0954L,1,1,Microlensing,2021,2.65,12.3,4513.16338,,,,0.8,3630,OGLE
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,OGLE-2019-BLG-0960L,1,1,Microlensing,2021,1.9,1.39,2.5,,,,0.5,980,OGLE
OGLE-TR-10 b,OGLE-TR-10,OGLE-TR-10,1,1,Transit,2004,0.0434,14.011,197.046,0.82,G2 V,1.17,1.14,1344.97,OGLE
OGLE-TR-111 b,OGLE-TR-111,OGLE-TR-111,1,1,Transit,2004,0.0473,11.422,174.799,0.54,K2 V,0.83,0.82,1068.33,OGLE
OGLE-TR-113 b,OGLE-TR-113,OGLE-TR-113,1,1,Transit,2004,0.02289,12.251,400.449,0.15,K4 V,0.77,0.78,566.459,OGLE
OGLE-TR-132 b,OGLE-TR-132,OGLE-TR-132,1,1,Transit,2004,0.03035,13.45,375.02,0.6,F5 V,1.32,1.3,2012.62,OGLE
OGLE-TR-182 b,OGLE-TR-182,OGLE-TR-182,1,1,Transit,2007,0.051,12.666,320.995,0,,1.14,1.14,2501.75,OGLE
OGLE-TR-211 b,OGLE-TR-211,OGLE-TR-211,1,1,Transit,2007,0.051,15.244,327.351,0,,1.64,1.33,1515.26,OGLE
OGLE-TR-56 b,OGLE-TR-56,OGLE-TR-56,1,1,Transit,2002,0.02383,15.278,441.77,0.67,F8 V,1.74,1.17,282.8391387,OGLE
OGLE2-TR-L9 b,OGLE2-TR-L9,OGLE2-TR-L9,1,1,Transit,2008,0.0308,18.046,1430.175,,,1.53,1.52,1627.63,OGLE
Oph 11 b,Oph 11,Oph 11,1,1,Imaging,2006,243,12.3,4449.62,,M9,0.23,0.02,136.165592,Gemini Observatory
PH2 b,PH2,PH2,1,1,Transit,2013,0.828,10.12,25426.4,0.41,,1,0.94,343.863,Kepler
POTS-1 b,POTS-1,POTS-1,1,1,Transit,2013,0.03734,10.548,734.16,,K5 V,0.59,0.69,747.959,La Silla Observatory
PSR B0329+54 b,PSR B0329+54,PSR B0329+54,1,1,Pulsar Timing,2017,10.26,1.22,1.97,0.236,,,1.44,504.9331206,Multiple Facilities
PSR J1719-1438 b,PSR J1719-1438,PSR J1719-1438,1,1,Pulsar Timing,2011,0.0044,,382.8,0.06,,,1.4,1200,Parkes Observatory
